SESSION|QS4/700 located at connection[0] session[0]|user=QNOVATE8
TABLE|VTTK
TITLE|Data Browser: Table VTTK Select Entries        200
SBAR|Selection restricted to 200 hits
ALV|rows=200|cols=149
HDR|MANDT	TKNUM	VBTYP	SHTYP	TPLST	ERNAM	ERDAT	ERZET	AENAM	AEDAT	AEZET	STERM	ABFER	ABWST	BFART	VSART	VSAVL	VSANL	LAUFK	VSBED	ROUTE	SIGNI	EXTI1	EXTI2	TPBEZ	STDIS	DTDIS	UZDIS	STREG	DPREG	UPREG	DAREG	UAREG	STLBG	DPLBG	UPLBG	DALBG	UALBG	STLAD	DPLEN	UPLEN	DALEN	UALEN	STABF	DPABF	UPABF	DTABF	UZABF	STTBG	DPTBG	UPTBG	DATBG	UATBG	STTEN	DPTEN	UPTEN	DATEN	UATEN	STTRG	TDLNR	TERNR	PKSTK	DTMEG	DTMEV	DISTZ	MEDST	FAHZT	GESZT	MEIZT	STAFO	FBSTA	FBGST	ARSTA	ARGST	STERM_DONE	VSE_FRK	KKALSM	SDABW	FRKRL	GESZTD	FAHZTD	GESZTDA	FAHZTDA	ROCPY_DONE	HANDLE	TSEGFL	TSEGTP	ADD01	ADD02	ADD03	ADD04	TEXT1	TEXT2	TEXT3	TEXT4	PROLI	DGTLOCK	DGMDDAT	CONT_DG	WARZTD	WARZTDA	AULWE	TNDRST	TNDRRC	TNDR_TEXT	TNDRDAT	TNDRZET	TNDR_MAXP	TNDR_MAXC	TNDR_ACTP	TNDR_ACTC	TNDR_CARR	TNDR_CRNM	TNDR_TRKID	TNDR_EXPD	TNDR_EXPT	TNDR_ERPD	TNDR_ERPT	TNDR_LTPD	TNDR_LTPT	TNDR_ERDD	TNDR_ERDT	TNDR_LTDD	TNDR_LTDT	TNDR_LDLG	TNDR_LDLU	KZHULFR	ALLOWED_TWGT	VLSTK	VERURSYS	CM_IDENT	CM_SEQUENCE	EXT_FREIGHT_ORD	EXT_TM_SYS	/BEV1/RPFAR1	/BEV1/RPFAR2	/BEV1/RPMOWA	/BEV1/RPANHAE	/BEV1/RPFLGNR	/VSO/R_STATUS	ZZVEHICLE_NO	ZZDRIVER_NO	ZZDRIVER_NAME	ZZGROSS_WT	ZZNET_WT	ZZTARE_WT	ZZLR_GR_NO	ZZDRIVERMOB	ZZLR_GR_DATE	
ROW123|700	9102256561	8	YZ01	6827	SCLADMIN	31.03.2026	11:40:30			00:00:00	1	1	1	1	01			4		E40157					X	31.03.2026	11:40:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:40:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	6	KM									X					0	40000	0	0	X	2vgI6G5N7z6BcGf4f1V0km		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP24D2821			0.000	0.000	0.000				
ROW124|700	9102256566	8	YZ01	4617	SCLADMIN	31.03.2026	11:50:31			00:00:00	1	1	1	1	01			4		E17745					X	31.03.2026	11:50:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:50:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	45	KM									X					0	14800	0	0	X	2vgI6G5N7z6BcJS0Pu4MGm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP22BD1702			0.000	0.000	0.000				
ROW125|700	9102256567	8	YZ01	4469	SCLADMIN	31.03.2026	11:50:31			00:00:00	1	1	1	1	01			4		E15549					X	31.03.2026	11:50:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:50:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	30	KM									X					0	11200	0	0	X	2vgI6G5N7z6BcJS0PuCMGm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		MH16CD8881			0.000	0.000	0.000				
ROW126|700	9102256571	8	YZ01	6835	SCLADMIN	31.03.2026	11:50:29			00:00:00	1	1	1	1	01			4		E35269					X	31.03.2026	11:50:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:50:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	40000	0	0	X	Y}BlgXPD7{6BcJRFluQSQG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		DL01LAL8635			0.000	0.000	0.000				
ROW127|700	9102256573	8	YZ01	4617	SCLADMIN	31.03.2026	11:50:30			00:00:00	1	1	1	1	01			4		E17745					X	31.03.2026	11:50:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:50:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	45	KM									X					0	14800	0	0	X	Y}BlgXPD7{6BcJRujzuSV0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP22V9890			0.000	0.000	0.000				
ROW128|700	9102256574	8	YZ01	3819	SCLADMIN	31.03.2026	11:50:31			00:00:00	1	1	1	1	01			4		E58465					X	31.03.2026	11:50:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:50:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	35	KM									X					0	12400	0	0	X	Y}BlgXPD7{6BcJRz4mJSWG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		MH18BG7709			0.000	0.000	0.000				
ROW129|700	9102256575	8	YZ01	3819	SCLADMIN	31.03.2026	11:50:31			00:00:00	1	1	1	1	01			4		E58465					X	31.03.2026	11:50:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:50:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	35	KM									X					0	12400	0	0	X	Y}BlgXPD7{6BcJS1Yl7SXG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		MH20DE5475			0.000	0.000	0.000				
ROW130|700	9102256578	8	YZ01	5286	SCLADMIN	31.03.2026	11:50:31			00:00:00	1	1	1	1	01			4		E18755					X	31.03.2026	11:50:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:50:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	85	KM									X					0	32400	0	0	X	Y}BlgXPD7{6BcJSEwpTSZW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP83AT5745			0.000	0.000	0.000				
ROW131|700	9102256582	8	YZ01	3819	SCLADMIN	31.03.2026	11:50:31			00:00:00	1	1	1	1	01			4		E58465					X	31.03.2026	11:50:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:50:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	35	KM									X					0	12400	0	0	X	3V2DFZPl7z6BcJRvvOJVj0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		MH51C0991			0.000	0.000	0.000				
ROW132|700	9102256589	8	YZ01	4617	SCLADMIN	31.03.2026	12:00:30			00:00:00	1	1	1	1	01			4		E17745					X	31.03.2026	12:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	45	KM									X					0	14800	0	0	X	3V2DFZPl7{6BcMEXanaLMm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP22AZ6049			0.000	0.000	0.000				
ROW133|700	9102256590	8	YZ01	4617	SCLADMIN	31.03.2026	12:00:30			00:00:00	1	1	1	1	01			4		E17745					X	31.03.2026	12:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	45	KM									X					0	14800	0	0	X	3V2DFZPl7{6BcMEcUTvLMm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP22AQ6326			0.000	0.000	0.000				
ROW134|700	9102256617	8	YZ01	6824	SCLADMIN	31.03.2026	12:00:30			00:00:00	1	1	1	1	01			4		E40118					X	31.03.2026	12:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	43	KM									X					0	40000	0	0	X	2vgI6G5N7{6BcMEEMNjlXm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UK04CB1450			0.000	0.000	0.000				
ROW135|700	9102256618	8	YZ01	4441	SCLADMIN	31.03.2026	12:00:30			00:00:00	1	1	1	1	01			4		E50663					X	31.03.2026	12:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	31	KM									X					0	11400	0	0	X	2vgI6G5N7{6BcMEZ}ylFZW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		KA22AA0526			0.000	0.000	0.000				
ROW136|700	9102256632	8	YZ01	6850	SCLADMIN	31.03.2026	12:00:30			00:00:00	1	1	1	1	01			4		E25110					X	31.03.2026	12:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	23	KM									X					0	5500	0	0	X	Y}BlgXPD7z6BcMEJEY6BlG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		BR25GA2792			0.000	0.000	0.000				
ROW137|700	9102256633	8	YZ01	5290	SCLADMIN	31.03.2026	12:00:30			00:00:00	1	1	1	1	01			4		S47134					X	31.03.2026	12:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	3	KM									X					0	700	0	0	X	Y}BlgXPD7z6BcMEbAARBmG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP25AT1418			0.000	0.000	0.000				
ROW138|700	9102256641	8	YZ01	8141	SCLADMIN	31.03.2026	12:00:30			00:00:00	1	1	1	1	01			4		E42104					X	31.03.2026	12:00:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:00:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	21	KM									X					0	5000	0	0	X	3V2DFZPl7{6BcMEXanirMm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		JH02L4162			0.000	0.000	0.000				
ROW139|700	9102256666	8	YZ01	5217	SCLADMIN	31.03.2026	12:10:29			00:00:00	1	1	1	1	01			4		E27137					X	31.03.2026	12:10:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:10:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	Y}BlgXPD7z6BcP1EwV}RTm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		BR06GD5071			0.000	0.000	0.000				
ROW140|700	9102256667	8	YZ01	6820	SCLADMIN	31.03.2026	12:10:30			00:00:00	1	1	1	1	01			4		E10043					X	31.03.2026	12:10:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:10:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	8	KM									X					0	1900	0	0	X	Y}BlgXPD7z6BcP1J5mNRUG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		PB32P1881			0.000	0.000	0.000				
ROW141|700	9102256680	8	YZ01	5038	SCLADMIN	31.03.2026	12:20:29			00:00:00	1	1	1	1	01			4		E10812					X	31.03.2026	12:20:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:20:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	12	KM									X					0	2800	0	0	X	2vgI6G5N7{6BcRpxzCE9pW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		HR02AY9251			0.000	0.000	0.000				
ROW142|700	9102256681	8	YZ01	8016	SCLADMIN	31.03.2026	12:10:29			00:00:00	1	1	1	1	01			4		E40905					X	31.03.2026	12:10:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:10:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	105	KM									X					0	40000	0	0	X	3V2DFZPl7z6BcP1Byqs8z0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UK04CB1434			0.000	0.000	0.000				
ROW143|700	9102256684	8	YZ01	4644	SCLADMIN	31.03.2026	12:10:30			00:00:00	1	1	1	1	01			4		E37815					X	31.03.2026	12:10:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:10:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	14	KM									X					0	40000	0	0	X	3V2DFZPl7z6BcP1OSZv8{0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UK08CA4215			0.000	0.000	0.000				
ROW144|700	9102256691	8	YZ01	4441	SCLADMIN	31.03.2026	12:10:30			00:00:00	1	1	1	1	01			4		E50663					X	31.03.2026	12:10:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:10:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	31	KM									X					0	11400	0	0	X	nqCtqNQw7z6BcP15NV594G		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		KA22TA4841			0.000	0.000	0.000				
ROW145|700	9102256704	8	YZ01	6744	SCLADMIN	31.03.2026	12:20:30			00:00:00	1	1	1	1	01			4		E46592					X	31.03.2026	12:20:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:20:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	51	KM									X					0	20200	0	0	X	Y}BlgXPD7{6BcRpvWFBBXm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB41K3315			0.000	0.000	0.000				
ROW146|700	9102256706	8	YZ01	5038	SCLADMIN	31.03.2026	12:20:31			00:00:00	1	1	1	1	01			4		E10803					X	31.03.2026	12:20:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:20:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	12	KM									X					0	2800	0	0	X	Y}BlgXPD7{6BcRqO5lNBZ0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		HR58B2996			0.000	0.000	0.000				
ROW147|700	9102256711	8	YZ01	5026	SCLADMIN	31.03.2026	12:20:30			00:00:00	1	1	1	1	01			4		E11168					X	31.03.2026	12:20:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:20:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	7	KM									X					0	1600	0	0	X	2vgI6G5N7{6BcRq5Jem9qG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		HR55AV2174			0.000	0.000	0.000				
ROW148|700	9102256712	8	YZ01	5038	SCLADMIN	31.03.2026	12:20:30			00:00:00	1	1	1	1	01			4		E10807					X	31.03.2026	12:20:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:20:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	29	KM									X					0	10900	0	0	X	2vgI6G5N7{6BcRqENxv9tW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		HR37D3334			0.000	0.000	0.000				
ROW149|700	9102256715	8	YZ01	4163	SCLADMIN	31.03.2026	12:20:31			00:00:00	1	1	1	1	01			4		E25555					X	31.03.2026	12:20:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:20:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	50	KM									X					0	20000	0	0	X	2vgI6G5N7{6BcRqVR}i9xG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		BR01GN4618			0.000	0.000	0.000				
ROW150|700	9102256722	8	YZ01	4439	SCLADMIN	31.03.2026	12:20:30			00:00:00	1	1	1	1	01			4		E50642					X	31.03.2026	12:20:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:20:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	nqCtqNQw7z6BcRqJ{ejLmG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		KA22AA1919			0.000	0.000	0.000				
ROW151|700	9102256730	8	YZ01	8006	SCLADMIN	31.03.2026	12:30:29			00:00:00	1	1	1	1	01			4		E26751					X	31.03.2026	12:30:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:30:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	7	KM									X					0	1600	0	0	X	nqCtqNQw7{6BcUciM9RC50		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		BR10GC0384			0.000	0.000	0.000				
ROW152|700	9102256733	8	YZ01	4619	SCLADMIN	31.03.2026	12:20:30			00:00:00	1	1	1	1	01			4		E17806					X	31.03.2026	12:20:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:20:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	8	KM									X					0	1900	0	0	X	3V2DFZPl7z6BcRqKm5iQMW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP11S1483			0.000	0.000	0.000				
ROW153|700	9102256740	8	YZ01	8006	SCLADMIN	31.03.2026	12:30:29			00:00:00	1	1	1	1	01			4		E26751					X	31.03.2026	12:30:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:30:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	7	KM									X					0	1600	0	0	X	3V2DFZPl7{6BcUcnzPw8wm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		BR10GB7595			0.000	0.000	0.000				
ROW154|700	9102256755	8	YZ01	5038	SCLADMIN	31.03.2026	12:30:29			00:00:00	1	1	1	1	01			4		E10812					X	31.03.2026	12:30:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:30:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	12	KM									X					0	2800	0	0	X	2vgI6G5N7z6BcUclZ6741W		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		HR71K0385			0.000	0.000	0.000				
ROW155|700	9102256756	8	YZ01	4022	SCLADMIN	31.03.2026	12:30:29			00:00:00	1	1	1	1	01			4		E25451					X	31.03.2026	12:30:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:30:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	55	KM									X					0	21200	0	0	X	2vgI6G5N7z6BcUcq6i941W		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP77T7527			0.000	0.000	0.000				
ROW156|700	9102256757	8	YZ01	5290	SCLADMIN	31.03.2026	12:30:30			00:00:00	1	1	1	1	01			4		S47134					X	31.03.2026	12:30:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:30:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	3	KM									X					0	700	0	0	X	2vgI6G5N7z6BcUcuqGs420		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP25CT2831			0.000	0.000	0.000				
ROW157|700	9102256758	8	YZ01	6069	SCLADMIN	31.03.2026	12:30:31			00:00:00	1	1	1	1	01			4		E09825					X	31.03.2026	12:30:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:30:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	58	KM									X					0	21900	0	0	X	2vgI6G5N7z6BcUdCdR848m		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		PB04N9996			0.000	0.000	0.000				
ROW158|700	9102256759	8	YZ01	8006	SCLADMIN	31.03.2026	12:30:31			00:00:00	1	1	1	1	01			4		E26751					X	31.03.2026	12:30:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:30:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	7	KM									X					0	1600	0	0	X	2vgI6G5N7z6BcUd0hdw45m		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		BR01GF8572			0.000	0.000	0.000				
ROW159|700	9102256765	8	YZ01	5288	SCLADMIN	31.03.2026	12:30:31			00:00:00	1	1	1	1	01			4		E18810					X	31.03.2026	12:30:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:30:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	51	KM									X					0	20200	0	0	X	Y}BlgXPD7{6BcUdKB0vOcG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP86T9308			0.000	0.000	0.000				
ROW160|700	9102256771	8	YZ01	5038	SCLADMIN	31.03.2026	12:30:29			00:00:00	1	1	1	1	01			4		E10812					X	31.03.2026	12:30:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:30:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	12	KM									X					0	2800	0	0	X	nqCtqNQw7{6BcUcthplC5G		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		HR71F5694			0.000	0.000	0.000				
ROW161|700	9102256772	8	YZ01	4618	SCLADMIN	31.03.2026	12:30:31			00:00:00	1	1	1	1	01			4		E17781					X	31.03.2026	12:30:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:30:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	49	KM									X					0	15700	0	0	X	nqCtqNQw7{6BcUdDczwCAW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP21X0997			0.000	0.000	0.000				
ROW162|700	9102256773	8	YZ01	8006	SCLADMIN	31.03.2026	12:30:31			00:00:00	1	1	1	1	01			4		E26751					X	31.03.2026	12:30:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:30:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	7	KM									X					0	1600	0	0	X	nqCtqNQw7{6BcUdEsmbCCm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		BR01GF8575			0.000	0.000	0.000				
ROW163|700	9102256797	8	YZ01	8142	SCLADMIN	31.03.2026	12:40:29			00:00:00	1	1	1	1	01			4		E53853					X	31.03.2026	12:40:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:40:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	15	KM									X					0	3600	0	0	X	2vgI6G5N7z6BcXP7{rESdm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		JH02M8551			0.000	0.000	0.000				
ROW164|700	9102256798	8	YZ01	8016	SCLADMIN	31.03.2026	12:40:31			00:00:00	1	1	1	1	01			4		E40884					X	31.03.2026	12:40:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:40:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	35	KM									X					0	40000	0	0	X	2vgI6G5N7z6BcXQ4dOSSlG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UK06BP6404			0.000	0.000	0.000				
ROW165|700	9102256804	8	YZ01	8060	SCLADMIN	31.03.2026	12:40:30			00:00:00	1	1	1	1	01			4		E46922					X	31.03.2026	12:40:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	12:40:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	58	KM									X					0	21900	0	0	X	Y}BlgXPD7z6BcXPpZIt7L0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB37E4199			0.000	0.000	0.000				
